"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"UTUDHIXP","journalArticle","2024","Xu, Zhao; Liu, Fan; Liu, Hao","Bag of tricks: Benchmarking of jailbreak attacks on llms","Advances in Neural Information Processing Systems","","","","https://proceedings.neurips.cc/paper_files/paper/2024/hash/38c1dfb4f7625907b15e9515365e7803-Abstract-Datasets_and_Benchmarks_Track.html","","2024","2026-01-17 21:05:41","2026-01-17 21:17:39","2026-01-17 21:05:39","32219–32250","","","37","","","Bag of tricks","","","","","","","","","","","","Google Scholar","","","","/home/arthurbrito/Zotero/storage/BGVBFEXG/Xu et al. - 2024 - Bag of tricks Benchmarking of jailbreak attacks on llms.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBAZEQ52","preprint","2025","Wang, Zhilong; Nagaraja, Neha; Zhang, Lan; Bahsi, Hayretdin; Patil, Pawan; Liu, Peng","To Protect the LLM Agent Against the Prompt Injection Attack with Polymorphic Prompt","","","","10.48550/arXiv.2506.05739","http://arxiv.org/abs/2506.05739","LLM agents are widely used as agents for customer support, content generation, and code assistance. However, they are vulnerable to prompt injection attacks, where adversarial inputs manipulate the model's behavior. Traditional defenses like input sanitization, guard models, and guardrails are either cumbersome or ineffective. In this paper, we propose a novel, lightweight defense mechanism called Polymorphic Prompt Assembling (PPA), which protects against prompt injection with near-zero overhead. The approach is based on the insight that prompt injection requires guessing and breaking the structure of the system prompt. By dynamically varying the structure of system prompts, PPA prevents attackers from predicting the prompt structure, thereby enhancing security without compromising performance. We conducted experiments to evaluate the effectiveness of PPA against existing attacks and compared it with other defense methods.","2025-06-06","2026-01-17 21:05:41","2026-01-17 21:19:11","2026-01-17 21:05:41","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2506.05739 [cs]","Comment: To appear in the Industry Track of the 55th Annual IEEE/IFIP International Conference on Dependable Systems and Networks (DSN 2025); Comment: To appear in the Industry Track of the 55th Annual IEEE/IFIP International Conference on Dependable Systems and Networks (DSN 2025)","/home/arthurbrito/Zotero/storage/S4GFERH6/Wang et al. - 2025 - To Protect the LLM Agent Against the Prompt Injection Attack with Polymorphic Prompt.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Cryptography and Security","","","","","","","","","","","","","","","","","","","arXiv:2506.05739","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UX7HFNCA","conferencePaper","2025","ElSaify, Basma; Baderelden, Mohamed","Adversarial and Multilingual Threats in Retrieval-Augmented Generation: From Prompt Injection to Model Exploitation","2025 2nd International Generative AI and Computational Language Modelling Conference (GACLM)","","","10.1109/GACLM67198.2025.11231998","https://ieeexplore.ieee.org/document/11231998/","Retrieval-Augmented Generation (RAG) systems have emerged as a cornerstone of modern generative AI by coupling large language models (LLMs) with external knowledge retrieval, thereby enabling more grounded, accurate, and context-aware outputs. Yet this paradigm simultaneously broadens the attack surface—extending vulnerabilities from generation into retrieval pipelines, language interfaces, and exposed APIs. In this paper, we propose a comprehensive threat taxonomy and adversarial framework targeting both conventional and agentic RAG systems, in which LLMs autonomously plan and execute multi-step tasks using retrieved knowledge. Our analysis spans a wide spectrum of adversarial techniques, including prompt injection, jailbreak exploits, API-driven model extraction, and multilingual prompt manipulation. Unlike prior work that primarily focuses on English-only vulnerabilities, we show that multilingual RAG pipelines—particularly those involving language blending (e.g., Arabic-English code-switching)—introduce novel attack vectors that bypass safety filters and induce unintended behaviors. To study these risks, we develop a multilingual adversarial benchmark suite that integrates both synthetic and real-world corpora across English, Arabic, and Spanish. Through systematic evaluation, we demonstrate how the retrieval layer not only amplifies leakage and inversion risks but also enables adversaries to infer system logic, extract private data from vector stores, and manipulate autonomous agent behavior through tool-integrated APIs. To mitigate these threats, we assess multiple defense strategies, including prompt sanitization, cross-lingual content filtering, retriever-stage anomaly detection, and behavior-based profiling of API interactions. Our findings reveal that existing safeguards are insufficient—particularly in agentic or low-resource language scenarios—underscoring the need for architecture-specific and multilingual defenses. This work fills a critical gap in GenAI security by presenting the first holistic, multilingual, and agent-aware security framework for RAG, offering actionable guidance for building robust and trustworthy generative AI applications across diverse linguistic and deployment contexts.","2025-08","2026-01-17 21:11:25","2026-01-17 21:11:25","2026-01-17 21:10:00","155-162","","","","","","Adversarial and Multilingual Threats in Retrieval-Augmented Generation","","","","","","","","","","","","IEEE Xplore","","","","","","","Agentic AI; API Abuse; Computational modeling; Context modeling; Contextual Prompt Injection; Filters; Generative AI; Generative AI Security; Jailbreak Attacks; Large language models; Large Language Models (LLMs); LLM Systems Defense Strategies; Model Extraction; Multilingual; Multilingual NLP; Multilingual Prompt Exploits; Pipelines; Prompt Injection; Retrieval augmented generation; Retrieval-Augmented Generation (RAG); Secure Generative AI; Security; Trustworthy Generative AI and LLM Systems; Vectors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 2nd International Generative AI and Computational Language Modelling Conference (GACLM)","","","","","","","","","","","","","","",""
"SYPG7SBR","conferencePaper","2024","Omri, Sihem; Abdelkader, Manel; Hamdi, Mohamed","MalPID: Malicious Prompt Injection Detection Dataset for Large Language Model based Applications","2024 IEEE Eleventh International Conference on Communications and Networking (ComNet)","","2473-7585","10.1109/ComNet64071.2024.10987374","https://ieeexplore.ieee.org/document/10987374/","Despite the significant transformation made by large language model (LLM)-based chatbots in the field of conversational artificial intelligence (AI), these systems are vulnerable to the attack known as prompt injection by malicious users to make them ignore their guardrails and generate objectionable content. However, few previous works have been addressing this issue using complex and costly mechanisms and there is a lack of large dataset that deal with prompt injection examples. In this work, we introduce MalPID, a novel dataset for malicious prompt injection detection. This benchmark contains various malicious and legitimate prompts collected from different sources and labelled manually. Our systematic evaluation of models trained on our dataset has shown impressive results in detecting prompt injection data. In the future, MalPID could be a valuable resource for advancing the creation of safe conversational AI systems.","2024-11","2026-01-17 21:11:25","2026-01-17 21:11:25","2026-01-17 21:10:03","1-5","","","","","","MalPID","","","","","","","","","","","","IEEE Xplore","","ISSN: 2473-7585","","","","","AI application; Benchmark testing; chatbot; Chatbots; classification; conversational AI; Data models; dataset; Ethics; Large language models; LLM; Machine learning; Prevention and mitigation; prompt injection; Systematics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE Eleventh International Conference on Communications and Networking (ComNet)","","","","","","","","","","","","","","",""
"BZQCXUIB","conferencePaper","2024","Chernyshev, Maxim; Baig, Zubair; Doss, Robin","[Short Paper] Forensic Analysis of Indirect Prompt Injection Attacks on LLM Agents","2024 IEEE 6th International Conference on Trust, Privacy and Security in Intelligent Systems, and Applications (TPS-ISA)","","","10.1109/TPS-ISA62245.2024.00053","https://ieeexplore.ieee.org/document/10835636/","Large language model (LLM) agents are vulnerable to a range of evolving attacks including Indirect Prompt Injection (IPI). Digital investigations involving IPI attacks on LLM agents are challenging due to growing data volumes and agent flow complexity. We introduce a novel approach for forensic analysis of LLM agent execution logs to identify IPI attacks. We implement a custom digital forensic analysis framework featuring a realistic agentic task benchmark to generate agent logs, for subsequent analysis using 12 state-of-the-art LLMs. Our preliminary results show promising potential for malicious trail detection, with varying performance across domain-specific test suites. We discuss key findings, limitations, and future work directions to support the empirical evaluation of LLMs for digital forensic applications.","2024-10","2026-01-17 21:11:25","2026-01-17 21:11:25","2026-01-17 21:10:08","409-411","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","","","","agent; Benchmark testing; Complexity theory; digital forensics; Digital forensics; indirect prompt injection; Intelligent systems; Large language models; LLM; Privacy; Security","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE 6th International Conference on Trust, Privacy and Security in Intelligent Systems, and Applications (TPS-ISA)","","","","","","","","","","","","","","",""
"YVFS9QWJ","conferencePaper","2025","Wang, Zhilong; Nagaraja, Neha; Zhang, Lan; Bahsi, Hayretdin; Patil, Pawan; Liu, Peng","To Protect the LLM Agent Against the Prompt Injection Attack with Polymorphic Prompt","2025 55th Annual IEEE/IFIP International Conference on Dependable Systems and Networks - Supplemental Volume (DSN-S)","","2833-292X","10.1109/DSN-S65789.2025.00037","https://ieeexplore.ieee.org/document/11068353/","LLM agents are widely used as agents for customer support, content generation, and code assistance. However, they are vulnerable to prompt injection attacks, where adversarial inputs manipulate the model’s behavior. Traditional defenses like input sanitization, guard models, and guardrails are either cumbersome or ineffective. In this paper, we propose a novel, lightweight defense mechanism called Polymorphic Prompt Assembling (PPA), which protects against prompt injection with near-zero overhead. The approach is based on the insight that prompt injection requires guessing and breaking the structure of the system prompt. By dynamically varying the structure of system prompts, PPA prevents attackers from predicting the prompt structure, thereby enhancing security without compromising performance. We conducted experiments to evaluate the effectiveness of PPA against existing attacks and compared it with other defense methods.","2025-06","2026-01-17 21:11:25","2026-01-17 21:11:25","2026-01-17 21:10:12","22-28","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2833-292X","","","","","Adaptation models; Codes; Degradation; Genetic algorithms; LLM; Manuals; Multi-agent systems; Particle separators; Prompt Injection; Security","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 55th Annual IEEE/IFIP International Conference on Dependable Systems and Networks - Supplemental Volume (DSN-S)","","","","","","","","","","","","","","",""
"EWIXIMRT","conferencePaper","2025","Kim, Kyungho; Seo, Jaejin; Park, Seongmin; Lee, Jihwa","Prompt Crossing: Evaluating Whether LLM Response Stem from Jailbreak or Normal Prompt","ICASSP 2025 - 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","","2379-190X","10.1109/ICASSP49660.2025.10889949","https://ieeexplore.ieee.org/document/10889949/","The evolution of Large Language Models (LLMs) has sparked growing concerns about jailbreak, crafted prompts that bypass safety guardrails and lead to the generation of harmful information. While recent research primarily focuses on identifying harmful content within LLM outputs, limited attention has been paid to detecting jailbreak intent directly from user prompts. This paper proposes a novel framework, called Prompt-Crossing, for analyzing user prompts and identifying those harboring potential jailbreak intent based on the response of LLM. Moreover, while existing methods determine jailbreak intent by looking at whether the response of LLM contains harmful information, our proposed framework can determine whether the user prompt, triggering the response of LLM, has jailbreak intent even if the response does not contain harmful information. In addition, our method performs filtering based on the likelihood calculated in a forward-step manner, deviates from traditional inference-based LLM usage, demonstrating a new application for LLMs. To demonstrate our proposed framework, we achieve state-of-the-art on the AdvBench benchmark using two LLMs, LLAMA and Falcon.","2025-04","2026-01-17 21:11:25","2026-01-17 21:11:25","2026-01-17 21:10:16","1-5","","","","","","Prompt Crossing","","","","","","","","","","","","IEEE Xplore","","ISSN: 2379-190X","","","","","Acoustics; Benchmark testing; Filtering; Filters; Guidelines; Jailbreak; Large language models; LLM; Probability; Safety; Scalability; Speech processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICASSP 2025 - 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","","","","","","","","","","","","","","",""
"LH4J6LZ2","conferencePaper","2024","Chen, Qiuyu; Yamaguchi, Shingo; Yamamoto, Yudai","Defending Against GCG Jailbreak Attacks with Syntax Trees and Perplexity in LLMs","2024 IEEE 13th Global Conference on Consumer Electronics (GCCE)","","2693-0854","10.1109/GCCE62371.2024.10760963","https://ieeexplore.ieee.org/document/10760963/","In this paper, we propose a novel classification method that utilizes syntax trees and perplexity to identify jailbreak attacks that use hostile suffixes to make large language models (LLMs) more likely to generate dangerous content, such as Greedy Coordinate Gradient (GCG) attacks. GCG jailbreak attacks deceive the model with hostile suffixes, prompting LLMs to produce responses that exceed ethical limits. To address this issue, we propose a classifier that can confirm whether the input to the LLM contains a suffix indicative of a GCG jailbreak attack. The STPC (Syntax Trees and Perplexity Classifier) introduces syntax trees to analyze the structural characteristics of GCG suffixes and combines perplexity for comprehensive classification judgment. It accurately detects most jailbreak attacks in the test set, mitigates false positives, and improves the reliability of LLM responses. In all STPC test results, the classification accuracy reached 96.2%.","2024-10","2026-01-17 21:11:25","2026-01-17 21:11:25","2026-01-17 21:10:19","1411-1415","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2693-0854","","","","","Accuracy; Consumer electronics; Ethics; GCG; jailbreak attack; large language model; Large language models; perplexity; Random forests; Reliability; Syntactics; syntax tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE 13th Global Conference on Consumer Electronics (GCCE)","","","","","","","","","","","","","","",""
"HV6XQ6MA","conferencePaper","2023","Yip, Daniel Wankit; Esmradi, Aysan; Chan, Chun Fai","A Novel Evaluation Framework for Assessing Resilience Against Prompt Injection Attacks in Large Language Models","2023 IEEE Asia-Pacific Conference on Computer Science and Data Engineering (CSDE)","","","10.1109/CSDE59766.2023.10487667","https://ieeexplore.ieee.org/document/10487667/","Prompt injection attacks exploit vulnerabilities in large language models (LLMs) to manipulate the model into unintended actions or generate malicious content. As LLM-integrated applications gain wider adoption, they face growing susceptibility to such attacks. This study introduces a novel evaluation framework for quantifying the resilience of applications. The framework incorporates innovative techniques designed to ensure representativeness, interpretability, and robustness. To ensure the representativeness of simulated attacks on the application, a meticulous selection process was employed, resulting in 115 carefully chosen attacks based on coverage and relevance. For enhanced interpretability, a second LLM was utilized to evaluate the responses generated from these simulated attacks. Unlike conventional malicious content classifiers that provide only a confidence score, the LLM-based evaluation produces a score accompanied by an explanation, thereby enhancing interpretability. Subsequently, a resilience score is computed by assigning higher weights to attacks with greater impact, thus providing a robust measurement of the application's resilience. To assess the framework's efficacy, it was applied on two LLMs, namely Llama2 and ChatGLM. Results revealed that Llama2, the newer model exhibited higher resilience compared to ChatGLM. This finding substantiates the effectiveness of the framework, aligning with the prevailing notion that newer models tend to possess greater resilience. Moreover, the framework exhibited exceptional versatility, requiring only minimal adjustments to accommodate emerging attack techniques and classifications, thereby establishing itself as an effective and practical solution. Overall, the framework offers valuable insights that empower organizations to make well-informed decisions to fortify their applications against potential threats from prompt injection.","2023-12","2026-01-17 21:11:25","2026-01-17 21:11:25","2026-01-17 21:10:23","1-5","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","/home/arthurbrito/Zotero/storage/CPAHTQ3G/Yip et al. - 2023 - A Novel Evaluation Framework for Assessing Resilience Against Prompt Injection Attacks in Large Lang.pdf","","","Computational modeling; Cyber Security; Data engineering; Data models; Large Language Model; Organizations; Prompt Injection; Robustness; Software architecture; Weight measurement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023 IEEE Asia-Pacific Conference on Computer Science and Data Engineering (CSDE)","","","","","","","","","","","","","","",""
"LXZ7YBNH","conferencePaper","2025","Dubey, Shreyash R; Lamkuche, Hemraj Shobharam","Breaking the Shield: Adversarial Jailbreak Attacks and Defense Mechanisms in Large Language Models","2025 International Conference on Emerging Information Technology and Engineering Solutions (EITES)","","","10.1109/EITES66543.2025.00023","https://ieeexplore.ieee.org/document/11206147/","Large Language Models (LLMs) are increasingly used across diverse applications, raising security concerns, especially regarding jail-break attacks that bypass safety measures. This paper presents a systematic security evaluation of LLMs, exploring the effectiveness of jail-break detection methods, the security progression across model versions, the relationship between model size and vulnerability, and the impact of combined defense strategies. We evaluate both open-source (e.g., LLama, Mistral) and proprietary models (e.g., GPT-4) using four state-of-the-art attack techniques and three novel defenses. Our findings offer insights into the trade-offs between performance and safety in LLM deployment.","2025-07","2026-01-17 21:11:25","2026-01-17 21:11:25","2026-01-17 21:10:27","82-86","","","","","","Breaking the Shield","","","","","","","","","","","","IEEE Xplore","","","","","","","hybrid defenses; Information technology; jailbreak attacks; Large language models; LLM security; model robustness; prompt injection; Robustness; Safety; Security; Systematics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 International Conference on Emerging Information Technology and Engineering Solutions (EITES)","","","","","","","","","","","","","","",""
"2VV4DMD7","conferencePaper","2025","Goh, Adison; Chee, Benjamin; Vagnoli, Matteo; Baldassarre, Luca; Narayan, Akshay","Scaling Responsible Generative AI: Automating Red Teaming of LLM Applications","2025 IEEE Conference on Artificial Intelligence (CAI)","","","10.1109/CAI64502.2025.00159","https://ieeexplore.ieee.org/document/11050586/","Large Language Models (LLMs) present both significant business potential and substantial risks. This paper addresses the critical need for robust and scalable red teaming processes to identify and mitigate risks before LLM solution deployment. First, we define a comprehensive set of 48 LLM-associated risks reflecting emerging AI threats. Additionally, we introduce an automated adversarial prompt generation pipeline involving five types of generators that cover diverse AI risks at varying complexity levels. Finally, we implement a LLM-as-a-judge evaluation system to streamline testing. When applied to red-team two finance-based LLM applications, our approach achieved perfect recall in identifying failed outputs while reducing manual evaluation by over 90%. The developed features halved the time required for red teaming exercises, enhancing scalability and thoroughness while maintaining effectiveness. This work enhances LLM safety, accelerates deployment, and adds business value through improved risk management and responsible AI use.","2025-05","2026-01-17 21:11:25","2026-01-17 21:11:25","2026-01-17 21:10:30","902-905","","","","","","Scaling Responsible Generative AI","","","","","","","","","","","","IEEE Xplore","","","","","","","Adversarial testing; AI Safety; Business; Generative AI; Large language models; Large Language Models; Manuals; Pipelines; Red Teaming; Reliability; Responsible AI; Risk mitigation; Safety; Scalability; Testing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE Conference on Artificial Intelligence (CAI)","","","","","","","","","","","","","","",""
"S7CHP9NG","conferencePaper","2025","Joshi, Tanaya; Naik, Vaishnavi; Mistry, Isha; Mangrulkar, Ramchandra","Prevention of Prompt Injection Attacks Over Financial Applications Integrated with LLM","2025 3rd International Conference on Advancement in Computation & Computer Technologies (InCACCT)","","","10.1109/InCACCT65424.2025.11011372","https://ieeexplore.ieee.org/document/11011372/","Prompt injection is a growing concern in financial applications integrated with Large Language Models. These attacks pose a critical risk to financial applications leading to data breaches, confidential data loss and financial losses by manipulating input prompts to cause unintended or harmful outputs. Existing defense strategies include utilizing filters f or input and output, and delimiters, however, these techniques have been proven inadequate. This paper builds upon existing mechanisms and proposes an enhanced security system that incorporates role-based access, jailbreak attack detection, validating inputs and securely passing prompts to LLM. This is done by developing a pre-processing layer at both ends-the client and LLMs-through the identification of critical as well as destructive keywords. The experimental results show that blocking of that malicious prompt ensures that only authenticated and authorized commands are processed. The measures, therefore, allow financial institutions to significantly reduce the probability of prompt injection attacks besides increasing data protection and confidence i n AI-based financial applications.","2025-04","2026-01-17 21:11:25","2026-01-17 21:11:25","2026-01-17 21:10:33","225-230","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","","","","Authorization; Computational modeling; Computer security; Data breach; Data protection; Filters; Finance; Jailbreak; Large language models; LLMs; Prevention and mitigation; Prompt engineering; Prompt Engineering; Security; Signing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 3rd International Conference on Advancement in Computation & Computer Technologies (InCACCT)","","","","","","","","","","","","","","",""
"YBT9F2K5","conferencePaper","2025","Aminou, Loubna; Daaif, Abdelaziz; Soulami, Maha; Youssfi, Mohamed","’Ignore All and Accept My Resume’: The Impact of Prompt Injection in Automatic Resume Screening","2025 5th International Conference on Innovative Research in Applied Science, Engineering and Technology (IRASET)","","","10.1109/IRASET64571.2025.11008146","https://ieeexplore.ieee.org/document/11008146/","Users of generative AI models—such as ChatGPT, Claude, or any other model—are becoming familiar with prompt manipulation, contributing to the Prompt Engineering as an emerging technical field. Indeed, every new technology possesses a dual nature and can be able of being exploited for both beneficial and harmful purposes. The harmful aspect in the field of prompt engineering is known as Prompt Injection. The latter, which is a harmful practice used in different situations, involves manipulating AI systems by injecting malicious instructions. In the context of resume screening, job candidates often exploit this technique to manipulate the applicant tracking system (ATS) by inserting a harmful prompt into the resume to be approved. By examining recent studies, this review seeks to understand this new area of concern by examining the influence of prompt injection on resume screening. The topic is still general and not tailored to a specific use case, such as resume screening, owing to its novelty. Therefore, we provide an overview to shed light on how this could affect the quality of the hiring decisions.","2025-05","2026-01-17 21:11:25","2026-01-17 21:11:25","2026-01-17 21:10:38","1-5","","","","","","’Ignore All and Accept My Resume’","","","","","","","","","","","","IEEE Xplore","","","","","","","ATS; Investment; job candidate; Large Language Model; Large language models; Organizations; Prompt; Prompt engineering; Prompt Injection; Protection; Recruitment; resume; resume screening; Resumes; Reviews; Security; Sensitivity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 5th International Conference on Innovative Research in Applied Science, Engineering and Technology (IRASET)","","","","","","","","","","","","","","",""
"9LDMAEMX","conferencePaper","2025","Yu, Zhengyi; Fan, Chunlong","Reconstruction-Based Prompt Generation Algorithm for Prompt Injection Attacks","2025 5th International Conference on Advanced Algorithms and Neural Networks (AANN)","","","10.1109/AANN66429.2025.11257661","https://ieeexplore.ieee.org/document/11257661/","In order to better bypass the security mechanism of the existing model and verify the vulnerabilities of the model in prompt word injection, we propose a reconstructed prompt generation algorithm (RPGA) to explore the prompt injection attacks of large language models. By combining fictional scenes and template-based, more confusing and diverse prompt words are generated. By dynamically generating prompt words, the invisibility and success rate of attacks are enhanced. Experimental results show that RPGA has a high attack success rate on multiple mainstream large language models, which fully verifies the vulnerability of the current model in prompt word injection attacks. Compared with direct prompt injection and indirect prompt injection, the success rate of reconfiguration prompt injection attack is significantly improved. The result highlights the vulnerability of current large language models in the face of complex prompt word attacks, and provides an important reference for the improvement of subsequent model security mechanisms.","2025-08","2026-01-17 21:11:25","2026-01-17 21:11:25","2026-01-17 21:10:41","288-291","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","","","","artificial intelligence; Computer security; cybersecurity; Diversity reception; Faces; Heuristic algorithms; large language model; Large language models; Neural networks; prompt Injection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 5th International Conference on Advanced Algorithms and Neural Networks (AANN)","","","","","","","","","","","","","","",""
"LIG4UJ83","conferencePaper","2024","Yao, Dongyu; Zhang, Jianshu; Harris, Ian G.; Carlsson, Marcel","FuzzLLM: A Novel and Universal Fuzzing Framework for Proactively Discovering Jailbreak Vulnerabilities in Large Language Models","ICASSP 2024 - 2024 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","","2379-190X","10.1109/ICASSP48485.2024.10448041","https://ieeexplore.ieee.org/document/10448041/","Jailbreak vulnerabilities in Large Language Models (LLMs), which exploit meticulously crafted prompts to elicit content that violates service guidelines, have captured the attention of research communities. While model owners can defend against individual jailbreak prompts through safety training strategies, this relatively passive approach struggles to handle the broader category of similar jailbreaks. To tackle this issue, we introduce FuzzLLM, an automated fuzzing framework designed to proactively test and discover jailbreak vulnerabilities in LLMs. We utilize templates to capture the structural integrity of a prompt and isolate key features of a jailbreak class as constraints. By integrating different base classes into powerful combo attacks and varying the elements of constraints and prohibited questions, FuzzLLM enables efficient testing with reduced manual effort. Extensive experiments demonstrate FuzzLLM’s effectiveness and comprehensiveness in vulnerability discovery across various LLMs.","2024-04","2026-01-17 21:11:25","2026-01-17 21:11:25","2026-01-17 21:10:44","4485-4489","","","","","","FuzzLLM","","","","","","","","","","","","IEEE Xplore","","ISSN: 2379-190X","","/home/arthurbrito/Zotero/storage/P38FWYVX/Yao et al. - 2024 - FuzzLLM A Novel and Universal Fuzzing Framework for Proactively Discovering Jailbreak Vulnerabiliti.pdf","","","Acoustics; Automated Fuzzing; Fuzzing; Jailbreak Vulnerability; Large Language Model; Manuals; Safety; Signal processing; Speech processing; Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICASSP 2024 - 2024 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","","","","","","","","","","","","","","",""
"27KYDWXE","conferencePaper","2025","Bao, Ziqun; Ji, Yu; Wu, Wen; Chen, Xi; He, Liang","Supervisor Alignment Framework: Enhancing LLM Alignment with Query-Ignoring Strategy and Multi-Agent Interaction","ICASSP 2025 - 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","","2379-190X","10.1109/ICASSP49660.2025.10890479","https://ieeexplore.ieee.org/document/10890479/","The increasing focus on value alignment in Large Language Models (LLMs) underscores the need to ensure alignment with human morals and avoid biased or harmful outputs. However, LLMs aligned using existing methods are still easily affected by adversarial prompt attacks. Inspired by psychology, this paper introduces a Supervisor Alignment framework, which innovatively incorporates a query-ignoring strategy. This strategy ensures that the supervisor does not receive user queries, preventing it from being influenced by potential adversarial prompts. Meanwhile, the study compares the efficacy of a single supervisor versus a team of supervisors in value alignment tasks. While our designed single-agent supervisor approach utilizes a standalone agent or integrates with Retrieval-Augmented Generation (RAG) techniques, the team approach we proposed emphasizes multi-agent collaboration through voting, cooperation, and debate strategies. Extensive experiments demonstrate that the Supervisor Alignment framework we designed, incorporating the query-ignoring strategy and multi-agent collaboration, effectively defends against adversarial prompts and enhances its performance in value alignment tasks.","2025-04","2026-01-17 21:11:25","2026-01-17 21:11:25","2026-01-17 21:10:48","1-5","","","","","","Supervisor Alignment Framework","","","","","","","","","","","","IEEE Xplore","","ISSN: 2379-190X","","","","","Acoustics; Adversarial prompts; AI Alignment; Collaboration; Ethics; Large Language Model; Large language models; Protection; Psychology; Retrieval augmented generation; Security; Signal processing; Speech processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICASSP 2025 - 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","","","","","","","","","","","","","","",""
"2RTKDLEV","conferencePaper","2025","Chen, Qiuyu; Yamaguchi, Shingo; Yamamoto, Yudai","Optimization of Detection Mechanisms for GCG Attacks on Diverse Generative AI Models","2025 IEEE 14th Global Conference on Consumer Electronics (GCCE)","","2693-0854","10.1109/GCCE65946.2025.11275513","https://ieeexplore.ieee.org/document/11275513/","In this paper, to enhance the potential generalizability of the proposed machine learning-based detection method, we conducted the Greedy Coordinate Gradient (GCG) attack and detection experiments across various large language models. We proposed a new approach to optimize detection performance based on the original defense framework. This method further reduces false positives and adapts to the specific characteristics of GCG attacks targeting different LLMs. Our goal is to achieve high-precision GCG attack detection across multiple models. Experimental results show that we improved the accuracy to 99.65% on the corresponding model.","2025-09","2026-01-17 21:11:25","2026-01-17 21:11:25","2026-01-17 21:10:50","591-594","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2693-0854","","","","","Accuracy; Adaptation models; Bayes methods; bayesian optimization; Consumer electronics; GCG; Generative AI; jailbreak attack; large language model; Large language models; Optimization; SVM; Syntactics; syntax tree; Trees (botanical)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE 14th Global Conference on Consumer Electronics (GCCE)","","","","","","","","","","","","","","",""
